key,0,1
#,,
int32,str,str
0,"TEXT_CTSSFSCHARACTER11_00909_GREETING_NITOWIKWE_000_000","<Highlight>ObjectParameter(1)</Highlight>，十分感謝你願意幫忙。
能請你幫忙製作維持新車靜音性能的組件嗎？"
1,"TEXT_CTSSFSCHARACTER11_00909_GREETING_NITOWIKWE_000_001","等你好久了，<Highlight>ObjectParameter(1)</Highlight>。
麻煩你為乘坐我們鐵路的乘客，
準備一些可以讓車廂內裝更完善的物品吧。"
2,"TEXT_CTSSFSCHARACTER11_00909_GREETING_NITOWIKWE_000_002","<Highlight>ObjectParameter(1)</Highlight>，你來了啊。
我想為那些從基地前往穹頂的人們製作導覽地圖，
你願意幫忙嗎？"
3,"TEXT_CTSSFSCHARACTER11_00909_GREETING_NITOWIKWE_000_003","喲，<Highlight>ObjectParameter(1)</Highlight>。
委託你為技師們準備的東西拿來了嗎？"
4,"TEXT_CTSSFSCHARACTER11_00909_GREETING_NITOWIKWE_000_004","<Highlight>ObjectParameter(1)</Highlight>，你來得正好！
如果你又帶來了用於鐵路營運的東西，
我很樂意買下喔。"
5,"TEXT_CTSSFSCHARACTER11_00909_TOPMENU_000_000","要做什麼？"
6,"TEXT_CTSSFSCHARACTER11_00909_TOPMENU_000_001","交納委託品（<Sheet(ENpcResident,IntegerParameter(1),0)/>：剩餘<Value>IntegerParameter(2)</Value>次）"
7,"TEXT_CTSSFSCHARACTER11_00909_TOPMENU_000_002","對尼托維凱進行武具投影"
8,"TEXT_CTSSFSCHARACTER11_00909_TOPMENU_000_003","詢問有關老主顧交易"
9,"TEXT_CTSSFSCHARACTER11_00909_TOPMENU_000_004","取消"
10,"TEXT_CTSSFSCHARACTER11_00909_GUIDEMENU_000_000","想了解什麼？"
11,"TEXT_CTSSFSCHARACTER11_00909_GUIDEMENU_001_000","關於尼托維凱的信賴度"
12,"TEXT_CTSSFSCHARACTER11_00909_GUIDEMENU_007_000","關於交納委託品的條件和報酬"
13,"TEXT_CTSSFSCHARACTER11_00909_GUIDEMENU_002_000","委託品的獲得方法"
14,"TEXT_CTSSFSCHARACTER11_00909_GUIDEMENU_003_000","製作材料的獲得方法"
15,"TEXT_CTSSFSCHARACTER11_00909_GUIDEMENU_004_000","提高收藏價值的方法（製作篇）"
