key,0,1
#,,
int32,str,str
0,"TEXT_SUBSEA107_00404_SEQ_00","雨燕塔殖民地的利爾夫，希望冒險者去尋找其亡父的遺產。"
1,"TEXT_SUBSEA107_00404_SEQ_01","<UIForeground>F20215</UIForeground><UIGlow>F20216</UIGlow><Gui(63)/>本任務已經過調整。建議放棄本任務，前往雨燕塔殖民地找弗雷洛夫重新領取。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

※接下來的主線任務可以在主線導覽中進行確認。在快速指令的系統中可以找到角色設定，打開角色設定後，在介面設定的介面選項中可以顯示或隱藏主線導覽。"
2,"TEXT_SUBSEA107_00404_SEQ_02","找到了裝有遺產的小箱。交給雨燕塔殖民地的利爾夫。"
3,"TEXT_SUBSEA107_00404_SEQ_03","冒險者挖出的裝有遺產的小箱裡，裝的是小麥種子。利爾夫大失所望，但之後立刻理解了亡父真正的用意。期待這片貧瘠之地，會成為一片豐收的小麥田。"
4,"TEXT_SUBSEA107_00404_SEQ_04",""
5,"TEXT_SUBSEA107_00404_SEQ_05",""
6,"TEXT_SUBSEA107_00404_SEQ_06",""
7,"TEXT_SUBSEA107_00404_SEQ_07",""
8,"TEXT_SUBSEA107_00404_SEQ_08",""
9,"TEXT_SUBSEA107_00404_SEQ_09",""
10,"TEXT_SUBSEA107_00404_SEQ_10",""
11,"TEXT_SUBSEA107_00404_SEQ_11",""
12,"TEXT_SUBSEA107_00404_SEQ_12",""
13,"TEXT_SUBSEA107_00404_SEQ_13",""
14,"TEXT_SUBSEA107_00404_SEQ_14",""
15,"TEXT_SUBSEA107_00404_SEQ_15",""
16,"TEXT_SUBSEA107_00404_SEQ_16",""
17,"TEXT_SUBSEA107_00404_SEQ_17",""
18,"TEXT_SUBSEA107_00404_SEQ_18",""
19,"TEXT_SUBSEA107_00404_SEQ_19",""
20,"TEXT_SUBSEA107_00404_SEQ_20",""
21,"TEXT_SUBSEA107_00404_SEQ_21",""
22,"TEXT_SUBSEA107_00404_SEQ_22",""
23,"TEXT_SUBSEA107_00404_SEQ_23",""
24,"TEXT_SUBSEA107_00404_TODO_00","<UIForeground>F20215</UIForeground><UIGlow>F20216</UIGlow><Gui(63)/>本任務已經過調整 建議放棄本任務
前往雨燕塔殖民地找弗雷洛夫重新領取<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
25,"TEXT_SUBSEA107_00404_TODO_01","<UIForeground>F20215</UIForeground><UIGlow>F20216</UIGlow><Gui(63)/>本任務已經過調整 建議放棄本任務
前往雨燕塔殖民地找弗雷洛夫重新領取<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
26,"TEXT_SUBSEA107_00404_TODO_02",""
27,"TEXT_SUBSEA107_00404_TODO_03",""
28,"TEXT_SUBSEA107_00404_TODO_04",""
29,"TEXT_SUBSEA107_00404_TODO_05",""
30,"TEXT_SUBSEA107_00404_TODO_06",""
31,"TEXT_SUBSEA107_00404_TODO_07",""
32,"TEXT_SUBSEA107_00404_TODO_08",""
33,"TEXT_SUBSEA107_00404_TODO_09",""
34,"TEXT_SUBSEA107_00404_TODO_10",""
35,"TEXT_SUBSEA107_00404_TODO_11",""
36,"TEXT_SUBSEA107_00404_TODO_12",""
37,"TEXT_SUBSEA107_00404_TODO_13",""
38,"TEXT_SUBSEA107_00404_TODO_14",""
39,"TEXT_SUBSEA107_00404_TODO_15",""
40,"TEXT_SUBSEA107_00404_TODO_16",""
41,"TEXT_SUBSEA107_00404_TODO_17",""
42,"TEXT_SUBSEA107_00404_TODO_18",""
43,"TEXT_SUBSEA107_00404_TODO_19",""
44,"TEXT_SUBSEA107_00404_TODO_20",""
45,"TEXT_SUBSEA107_00404_TODO_21",""
46,"TEXT_SUBSEA107_00404_TODO_22",""
47,"TEXT_SUBSEA107_00404_TODO_23",""
48,"TEXT_SUBSEA107_00404_LYULF_000_1","5年前的靈災奪走了我們的一切。
我的父親，我的家園、田地、夢想、希望……"
49,"TEXT_SUBSEA107_00404_LYULF_000_2","留在手邊的，只有父親的手記。
但是，在這本手記中記錄著「希望」。
父親似乎在我們曾經的住所附近埋下了財產。"
50,"TEXT_SUBSEA107_00404_LYULF_000_3","如果有了這些，就可以作為重建資金的補貼了！
不過，遺產的所在地目前成為了一片危險區域，
那裡徘徊著魔物……"
51,"TEXT_SUBSEA107_00404_LYULF_000_4","所以我想要拜託你，
到渡渡鳥巢營的廢棄小屋附近尋找遺產的所在地，
挖出裝有遺產的小箱。"
52,"TEXT_SUBSEA107_00404_TALK_SCENE00002_000","什麼也沒有"
53,"TEXT_SUBSEA107_00404_LYULF_000_11","父親是個踏實穩重的人，這個裝有遺產的小箱裡，
一定裝著我所期待的東西……"
54,"TEXT_SUBSEA107_00404_LYULF_000_12","這、這就是父親的遺產嗎？！
箱子裡面只有一把小麥粒……
父親到底在想些什麼，才會把這些當做財產的……"
55,"TEXT_SUBSEA107_00404_LYULF_000_13","啊！我曾經聽父親說過，我們家的小麥很特別。
即使是在西拉諾西亞這樣貧瘠的土地上，
也可以培育得十分茁壯。"
56,"TEXT_SUBSEA107_00404_LYULF_000_14","這一把麥粒，
或許可以讓荒廢了的小麥田再次豐收！
謝謝你，你的確是為我們帶來了「希望」。"
